ftype,bid,bname,city
"Comfort Food",tG8YUEkfoTn5skfOlVJgtQ,"Jack In the Box","Las Vegas"
"American and British",TgIJfXqEKE-JsD0QUoaC5Q,"Spoke & Wheel",Phoenix
"Comfort Food",TgIJfXqEKE-JsD0QUoaC5Q,"Spoke & Wheel",Phoenix
"Southeast Asian",TgmVzX8_jRgcGR8RnzzDHA,Tanjore,Edinburgh
"Southeast Asian",tgpKgyzAH49UwOoVAg9JTw,"Cuisine Bangkok 2",Montreal
"Comfort Food",tGwlErNeCa04wN5dJfSUNA,"Salad Creations",Monona
"Comfort Food",TgWvD1aiEvbvaAIzM6-3kA,"Cheffinis Hot Dogs","Las Vegas"
"American and British",tGx7BSyqWDeppMvt2aQw_A,"Steiner's Nevada Style Pub","Las Vegas"
"Comfort Food",TgxDGx7L_JICWbuBUCGVqw,"Fajitas A Sizzlin Celebration",Phoenix
"Comfort Food",tGYGDb0JtuwMQagIw6BxsA,"Jet's Pizza",Middleton
"American and British",TG_6fgTJ2IKc-xpXtwYyig,"TGI Fridays",Henderson
Italian,tH-TyKlo4NpmL8p0wguhSw,"Gali Ristorante Italiano",Edinburgh
"Comfort Food",TH3X9XzbJPodaCCxPQ7Mbg,Subway,Mesa
"Southeast Asian",th4uGmjyjPnQpN-ukf20PA,"Ha Long Bay Vietnamese & Thai Bistro",Madison
Spanish,ThBDQ0aUbnu0j6rvviVWAw,"Terrasse Sur L'auberge",Montréal
"Comfort Food",ThceQHR0yiCx5J1hbphF9g,"Jack In the Box",Phoenix
Italian,thChit1w56sjMYwZwxaP1Q,"Gina's Bistro","Las Vegas"
"Comfort Food",THEsYolDkHaJofZLs6ufWg,"Jack In the Box","North Las Vegas"
"Japanese and Korean",tHfJ2aHCIT52dwarPON7LA,"Kaba Curry","Las Vegas"
"Southeast Asian",tHJW1FLXNpY1gbSnBcc_7g,"Pho Bistro",Kitchener
"Comfort Food",tHLEoHBZtjH1G_ONnKwRNg,"Sandwich Culture",Edinburgh
Spanish,ThlTiMlkPRq5OkQM1-fclw,"Ravella Hotel Firenze Lounge",Henderson
"Comfort Food",thlVek1kUo3fyxUEap65zw,"Willy & Jose's","Las Vegas"
"American and British",THq4W2p3emLdTJEP8f6cbQ,"Elements Fine Casual Dining & Cocktails","Las Vegas"
Italian,THq4W2p3emLdTJEP8f6cbQ,"Elements Fine Casual Dining & Cocktails","Las Vegas"
"American and British",THZNHz-bYHpLQ_bD8TXPZA,"Irenes Gaming Lounge","Las Vegas"
"Comfort Food",TI-4Yp-hvVimC3LJP0f59Q,"Gusto's Pizza",Mesa
"Southeast Asian",ti-_ym7LdzkFFg7VAtTBsA,"Bistro Sawadika",Montréal
Chinese,tI3J5jomrBs--n7r92186g,"Ping Pang Pong","Las Vegas"
"Southeast Asian",ti4Y2oCwBdq-B3NrMpmk-Q,"Taj Express",Edinburgh
"Comfort Food",TI5myOTX-BXCdrOAAwCMsg,Ottavio,Laval
Italian,TI5myOTX-BXCdrOAAwCMsg,Ottavio,Laval
"Comfort Food",Tibe77nC5NFWTeEJZbU23A,"Big Hurt's Snack Shack","Las Vegas"
"Comfort Food",tigIXsvKMb4xCiZP56oSPQ,"Taqueria Guadalajara",Phoenix
Chinese,Tigw_9LXyHL63Eu3XAXwRw,"Emperor's Garden","Las Vegas"
"American and British",tiLDQO66G69FBHdnndLUAg,"The Gym Grill and Bar","Queen Creek"
"Southeast Asian",TiLhjAjewNFd4j8DtcV5bQ,"Curry Garden",Gilbert
"Comfort Food",TIMVBBY3ja46KH-z-EpvUg,"Matta's Cantina",Mesa
Chinese,TIO-4bW-BTsDniiUWbvA6g,Yuan,Montréal
"Southeast Asian",TIO-4bW-BTsDniiUWbvA6g,Yuan,Montréal
"Southeast Asian",tIQDmTWvbur9PXV7ES4gxA,"Restaurant Pho Viet",Montréal
"Comfort Food",TiRioDLywg1Oz6i1NgzIGA,"Popeyes Louisiana Kitchen",Charlotte
French,TiRioDLywg1Oz6i1NgzIGA,"Popeyes Louisiana Kitchen",Charlotte
"Comfort Food",tirnCFwpur4bdtBizlUAnQ,McDonald's,"Las Vegas"
Chinese,TISYpj3vopI7p7x4rt4ASg,"Mr Spicy",Pointe-Claire
"Southeast Asian",TISYpj3vopI7p7x4rt4ASg,"Mr Spicy",Pointe-Claire
"Comfort Food",Titx8v6XuPPBt16FVwV3Og,"Milio's Sandwiches","Sun Prairie"
"Comfort Food",tIuw93p4MEsL2iFv7-0WDg,Filiberto's,Phoenix
"Japanese and Korean",TIUynSnZ0_tPilJTvTzMXQ,"Brian's Beach Sushi","Las Vegas"
"Comfort Food",tiWLO7EGmOGO7XIE_lESiA,"Chipotle Mexican Grill",Peoria
Italian,tiXKCu-ar9NRgHEglDKAUw,"Lunardi's Ristorante",Pittsburgh
"American and British",TizJmnlHPRU9FLWwMDASVw,"Brad's Fish & Chips",Phoenix
"American and British",tizvT_IV-2NZIMM6Lxe_Bw,"Old Pineville Premium Pub",Charlotte
"American and British",tj1QON3SD7zzp6BE5BTLLw,"Paradise Café","Las Vegas"
"Comfort Food",TJ3uW7wCWnzZmm2zFJfKWw,"Potato Corner",Henderson
"Comfort Food",Tj75bw6qjYXxoAFEF5uXTw,"Tito's Pizza",Kitchener
"Comfort Food",tJ8dB3SCMIAjO2YL1wpRfA,"Little Caesar's Pizza",Phoenix
Chinese,tjbOg0zdpMaJcpTAhrFx3g,"Panda Express",Avondale
"Comfort Food",tjbOg0zdpMaJcpTAhrFx3g,"Panda Express",Avondale
"Comfort Food",tJdfLkvrIsj8hjX275QsnA,Arby's,Henderson
"American and British",tJhh6NDsNIwWMpxlP-0F7g,"Blue Ox Tavern","Las Vegas"
"Comfort Food",tJjC4MA0H_nWZUBpvgtLxw,"Pi Coal Fired Pizza",Pittsburgh
Spanish,TjMAUC5v2sxlEakSIPhfSA,"Porto Poulet",Montréal
"American and British",TJo0LRUmc9Y1J05dM6fqiw,"Root 174",Pittsburgh
"American and British",TjPxw90sUsrgq-J7kZotPQ,"Tequila Shack","Las Vegas"
"Comfort Food",TjQ5XxrQUJOXJoohYDU8jg,"Salad Creations",Tempe
"Comfort Food",tjqmHj3E1zyb6Dy8TbPc8Q,Arzum,Karlsruhe
"Comfort Food",TjSLk1k5aynSewI-IuLUMw,"Firehouse Subs",Gilbert
"Comfort Food",tJvUgjY7dJhCunOC10tKpg,McDonald's,"Las Vegas"
"Comfort Food",tJXuu4MlfswwOPEf2s7lkQ,"Firehouse Subs","Las Vegas"
"Comfort Food",tjyNWA7MN4hAAdh3BgguJg,"MAD Greens - Phoenix",Phoenix
Italian,tjYVtqLgBxIrLa7e-cWGww,"Pasta Express",Montréal
Italian,Tk2dSL0TwQeI_zNJmb442A,"Luke's of Chicago's",Phoenix
"American and British",Tk4BA8X5kkXxAFTs9piHMA,"Fran's Filling Station",Charlotte
"Comfort Food",Tk4BA8X5kkXxAFTs9piHMA,"Fran's Filling Station",Charlotte
"Comfort Food",tk9eG67j-pv6cwucIAYCuA,"Sweet Tomatoes",Gilbert
French,tkauntftbXvZznaKCtrgPg,"Restaurant Le Parchemin",Montréal
"American and British",tkEqWNNhKHXEHJbUJ6HZfg,"Flora House Cafe",Glendale
"Comfort Food",tkEqWNNhKHXEHJbUJ6HZfg,"Flora House Cafe",Glendale
"Southeast Asian",TkFBqMxq_LaFzpGsMmKajw,"The Mosque Kitchen",Edinburgh
Chinese,tkHy13-6Iuc46OgBbmAaTw,"888 Noodle Bar","Las Vegas"
"Southeast Asian",tkHy13-6Iuc46OgBbmAaTw,"888 Noodle Bar","Las Vegas"
"Comfort Food",Tkj0OoSsnwLBwnvJz9AAtw,"Tio Freddys Mexican Food-Jalapenos",Glendale
Indian,TKTiztj5UOz2Na3xw9Hkvg,"Restaurant Kashmir Cuisine Indienne",Montréal
"Southeast Asian",TKTiztj5UOz2Na3xw9Hkvg,"Restaurant Kashmir Cuisine Indienne",Montréal
French,tKtqHXncUh0L0mjDrjN70g,"Baby Kay's Cajun Kitchen",Mesa
"American and British",tK_a3oP-70kAr0u3qvwPPQ,Applebee's,Mesa
"Comfort Food",tL8QOD03ibKRf5jeEuMTQQ,"Pizza Hut",Chandler
Italian,tL8QOD03ibKRf5jeEuMTQQ,"Pizza Hut",Chandler
"Comfort Food",tl9XIP5trlkcuSfTQqe5jg,McDonalds,Goodyear
"Southeast Asian",tLCrZk0_C4eprlJmr5CwCQ,"Chanpen Thai Cuisine",Tempe
"Comfort Food",TLE7d83pJqOwF6k3jetc4g,"Kimmy's Takeaway",Edinburgh
"Southeast Asian",tlex-h7TJ-b2X8cLCIfunQ,"Sa Bai Dee Thai Cuisine",Phoenix
"Comfort Food",tLF2vqJ9wATlpVDqHB9anw,"Sauce Pizza & Wine",Phoenix
Italian,tLF2vqJ9wATlpVDqHB9anw,"Sauce Pizza & Wine",Phoenix
"American and British",TLFPee56Ki7cJKZ8zpl-Pw,Denny's,Phoenix
Chinese,TLGCA3EQW_12ndci12dQWw,"Bangkok 9 Thai-Chinese Food",Henderson
"Southeast Asian",TLGCA3EQW_12ndci12dQWw,"Bangkok 9 Thai-Chinese Food",Henderson
"Comfort Food",tlH1ciAK3t_hrX6FS5VCDQ,"Westside Deli","Las Vegas"
"American and British",TlhwHtKT9xe321H9Axl06g,Whataburger,Glendale
"Comfort Food",TlhwHtKT9xe321H9Axl06g,Whataburger,Glendale
"Comfort Food",tLMV1nAxn4U6S9X3a-IkOw,"Las Delicias Demontecristo Restaurant","Las Vegas"
"Comfort Food",TLNP-IQrHw1PGu3w_qbhuA,"Zella's Pizza And Cheesesteaks",Phoenix
Italian,TLNP-IQrHw1PGu3w_qbhuA,"Zella's Pizza And Cheesesteaks",Phoenix
"American and British",Tlp5G-slaW4XKRxhgjaCpA,"TGI Friday's",Goodyear
"Comfort Food",tLRNfwNm789XHWLNFvJcWw,Subway,Phoenix
"Southeast Asian",tLRXIk4exmTclgKJfNSlGA,"Thai Basil",Madison
"American and British",TLtDStferUQ5HexWy2YXrQ,"Mulligan's Sports Bar and Grill","West Mifflin"
"American and British",tLvaZcQ1BvgSyA8KU2qgxw,"Flaming Kabob",Mesa
"Comfort Food",tLVszu-8hZH08bqF4mQmjw,"Panini Bread & Grill",Glendale
"Japanese and Korean",tLwU1rOIqNmaP7e8e-0VEA,"Fuji San","Las Vegas"
"Comfort Food",tLyaM-S_iZZKCeo45AbDpw,"Panera Bread",Madison
"Comfort Food",tLzitjzjjBSgdBpEE7Ae9w,Schlotzsky's,"Las Vegas"
"Comfort Food",tm-lmBXzrBeKUDj_eQVZYQ,"Life Cafe",Tempe
Chinese,TM-YMJJ4od-o80ciuLhlXA,"Hot Wok Restaurant",Mesa
"Comfort Food",Tm9pcTXPBm5PqwS2MMFT5g,"Papa Murphy's",Chandler
"Japanese and Korean",TMB0xTU2kRqjl9-AKHCI4w,"Arata Sushi & Bowl","Las Vegas"
"Japanese and Korean",tmbprlbw5x9h4GM2EBQZ7A,"Umami Buns",Madison
"Comfort Food",Tmc8WOf1an_X6qnCGxM02Q,Wendy's,"Las Vegas"
"Comfort Food",TMdHhDI7jYQ9206dtvrBgA,"Restaurant Mexico",Tempe
Indian,TmEUTzKmN3uFP8NTDHlhWQ,"The Gurkha",Edinburgh
French,tMfTHrKufejk6bkYDty_XA,"The Pittsburgh PO Boy",Pittsburgh
Italian,TMgyKx_B6Tlb4-ceCEDdXQ,"Restaurant La Popessa",Montréal
"Southeast Asian",TMhHqj5KnkxOBR9vdM84qg,"Namaste India",Charlotte
"American and British",TMhYpQaDcL8UNIKRB7Vebg,"Bad Dog American Pub",Charlotte
"Japanese and Korean",tmjm5ASa8Q2LVfsOUojHDQ,Sushiholic,Phoenix
Spanish,tmjm5ASa8Q2LVfsOUojHDQ,Sushiholic,Phoenix
"American and British",tMjTbuopXTGRlFefEkJriQ,"Le Peep",Charlotte
"Comfort Food",tMkKUGwABdGWKwnLXaCYUg,"Taco Bell",Chandler
"Comfort Food",tMoJyiToYbnGUQzShPOCXg,"Tortas Hipocampo",Phoenix
"Southeast Asian",tMpFSMGrXz8dzvB9UZ69XA,"Pho 87","Las Vegas"
"American and British",TMq92PhrL-tQS3qOsNIXUA,Gameworks,Tempe
"Comfort Food",TMrGMeFnkPBTu36O_U24fw,"Portofino's Italian Restaurant",Charlotte
Italian,TMrGMeFnkPBTu36O_U24fw,"Portofino's Italian Restaurant",Charlotte
Italian,Tmta0aEXTSQQi7JMrryorg,"Bravo Bistro",Scottsdale
"Japanese and Korean",TMZP6Kzkc-FytzgbgIC9JA,Benihana,Chandler
"Comfort Food",tMzQPil_7TIHnaoToyQxuQ,"Mandys Salad Bar",Westmount
"American and British",Tmzzn7JyCoMgeb-IYRNlGQ,"Pie in the Sky",Scottsdale
"Comfort Food",Tn2AwkyK9T-N7D9lZFAVpw,"Olive Garden Italian Restaurant",Surprise
Italian,Tn2AwkyK9T-N7D9lZFAVpw,"Olive Garden Italian Restaurant",Surprise
"Comfort Food",TN3FpaIIX9j8EOydMvYOvw,Subway,"Las Vegas"
Italian,TN49j3bUJr3fuKCJkCatSA,Bacio,"Las Vegas"
"American and British",Tn5Rbb_zehQL44WpytV_rg,Altius,Pittsburgh
"Comfort Food",tNCHIEASDQFOAvqQvWnW9A,"Tom's Diner",Pittsburgh
"Comfort Food",tNdb_01AHU3O1_ISE2Mf1w,"Las Cazuelas Mexican & Seafood Restaurant",Phoenix
Spanish,tNdowObk-ct54LMbVNr9-Q,Tapa,Edinburgh
"Comfort Food",tNe-WsHegIjEVWKaOpc_mw,Wendy's,Charlotte
Italian,tNER--0FWGA88UhiJf_cuQ,"L'usine De Spaghetti",Montréal
Spanish,tNGGIe6YTSkoHFHof32HdQ,"Truth Lounge",Pittsburgh
"Southeast Asian",tngPZihXlUG_cj4zw1ne3g,"La Petite Saigonnaise",Brossard
"Comfort Food",tnh5sE-eALcXB-IJaIneqA,"The Fruitmarket Gallery Café",Edinburgh
"Comfort Food",tnHvCJ6kYQ1droyl_6Tg4Q,"Burger King",Phoenix
"American and British",tnj_ngdNwdnQEvi3NSNWsw,"Ichabod's Lounge","Las Vegas"
Chinese,TnKMo7BnsbqFaeNL1GY3og,"Bamboo Palace Buffet",Avondale
"Comfort Food",TNKr6FelsEqOHnatOgWhog,Wendy's,Phoenix
"American and British",TnkxapUN4nWMz_z5h3qMYg,"Pita Jungle",Phoenix
"Comfort Food",TNpJsewe0H__8fzBgaHCzg,"Angelina's Pizzeria",Pittsburgh
Italian,TNpJsewe0H__8fzBgaHCzg,"Angelina's Pizzeria",Pittsburgh
Spanish,TNPlIpcY1O9JJfPLI7QSTQ,"Bond Lounge & Grill",Montréal
"American and British",TnUgQXUHtx8LwJSfkeylGg,"The Cheesecake Factory",Charlotte
"Comfort Food",tNwqDzmE31YlSQ0eA8e56Q,"Hinsons Drive-In",Matthews
"Japanese and Korean",tNXmUsva1BUEg5tTh08Png,"Wasabi Sushi",Pineville
"Comfort Food",TN_C4bbalfRYD9Y91ovWQQ,Subway,"North Las Vegas"
"Southeast Asian",TO2a5gXGGAU8Uq67bzqE-w,"Indian Paradise",Phoenix
"American and British",To5CjntVFawXM_hpAhvVdQ,"Wally's American Pub N Grill",Phoenix
"Comfort Food",To5CjntVFawXM_hpAhvVdQ,"Wally's American Pub N Grill",Phoenix
"Japanese and Korean",To9FBacgnXPJ4GpJbnMVvA,"Korea House BBQ","Las Vegas"
"American and British",tOcJnRavMSUzy0EmfyZloA,"Morrissey's Irish Pub","North Las Vegas"
"Comfort Food",tOD4knTE1NLN3gNNiGEGtQ,"Pizza Hut","Las Vegas"
"Comfort Food",TODF1Eee6W8MDO-If3UkJQ,"Tacos El Potrero","Las Vegas"
"Comfort Food",toDZ6L_a_0lWU9O1JtQRGg,"Dunkin' Donuts",Glendale
"American and British",TOEoiRu7d9m1do-2hYdv4A,Denny's,Wickenburg
"Comfort Food",TOgeI2IprhkMQVpcr-0tyg,"Fox's Pizza Den - Brookline",Brookline
Chinese,TogZcumdxrrixH_RKf8SiA,"Noodle Pot II",Henderson
"Comfort Food",toIpqgcjG0HhPHZCMiHH3Q,Portofino's,Charlotte
Italian,toIpqgcjG0HhPHZCMiHH3Q,Portofino's,Charlotte
"Comfort Food",tomw3dn386aTe6RGOxn5BQ,"Goodcents Deli Fresh Subs",Tempe
"Southeast Asian",tOnHeSrUQ3hGGnxrmCCiQg,"Restaurant Maharani Palace",Karlsruhe
"Comfort Food",tONuJUMGL394lS3MM0UmzQ,"Firehouse Subs",Mesa
"Comfort Food",toOT-772gqKa4HhcIfzL2g,"Carnitas y Tortas Ahogadas Guadalajara","Las Vegas"
"American and British",ToRhUbMI8J3_ns9_5gm4gA,"Cafe Rio",Henderson
"Comfort Food",ToRhUbMI8J3_ns9_5gm4gA,"Cafe Rio",Henderson
"Japanese and Korean",TOuU0mn8cgDXOv_BB1VE3Q,"Restaurant Kazumi",Montréal
"Comfort Food",Tov8bUMXgo1FGnYv1vxytw,Filibertos,"Queen Creek"
"Comfort Food",towWd9z7YuGHdAezQtrkTQ,"La Purisima Bakery",Phoenix
"Comfort Food",tox2jrqEfV-HTmT-JixxnA,"Jimmy John's",Phoenix
"Comfort Food",TOy2PLtojYMCaVzHsEzyhw,Popeyes,Tempe
"American and British",TOYdUCIQzl3HUJnvTPEjAQ,"The Detour Bar and Grill",Chandler
"Japanese and Korean",tPC9S1QWzh8-RqiMvtB-YA,"Sushi Takashi","Las Vegas"
"Southeast Asian",tPeEtJbu405oDTsK0Vy8Bg,"Cuisine Bangkok",Montréal
"American and British",tpIU_ZvIfCfCp36IgghlHQ,"Zoës Kitchen",Phoenix
"Southeast Asian",tpJjVxyor9OOQfYgvAtdRA,"Hue Gourmet",Mesa
"Comfort Food",tpLtbLoDs0fKSvZVFxXR6A,"Pizza Capital",Pierrefonds
"Comfort Food",tPmjepYrjiKyfGOpedyDBw,Jollibee,"Las Vegas"
"Southeast Asian",tPmjepYrjiKyfGOpedyDBw,Jollibee,"Las Vegas"
"Comfort Food",TPMuDqaNGyRuEC7RVhtwlQ,Starbucks,Gilbert
"Comfort Food",TpQMR-JFE5V0UPzTjjuwFQ,"Goldmans Deli",Scottsdale
Italian,tpR2U16lkQJI5TK4AOZH7w,Ludwigs,Karlsruhe
"Comfort Food",tpra80c5szkOUgWuahgs3g,"Five Guys Burgers and Fries",Charlotte
"Comfort Food",TPrb422Wlh_UvpiG47-oDQ,"Dairy Queen",Mesa
"Japanese and Korean",tpRK6D0EnL7F9CLTWsD6Zw,Omma,Montréal
"Comfort Food",tpVbmgtUwjX1X2s_-1Fwng,"51 Wings and Things",Pittsburgh
Chinese,TpYL1P0CqqoDdfqdTCHpwg,"Tong's Cuisine",Pittsburgh
"Comfort Food",Tq1e5M0-PU_0al--da1rZw,Marcos,"Las Vegas"
"Comfort Food",TQ6LtWUKviieSZDDPwK2iA,"Cafe Milano",Saint-Leonard
"Comfort Food",Tq7ZVUvqRP7YPLwVfdKwTg,"Drew's Family Restaurant",Pittsburgh
"Comfort Food",Tq94bGwkFIu_6CIeQe94ow,"Pizza My Dear","Las Vegas"
"Japanese and Korean",TQaGUEuireG5oNnPbXHDHw,"Ramen Misoya",Montréal
"Comfort Food",tqAqL9B0OsiWAeh6XVFewA,"Maria's Mexican Restaurant",Charlotte
"Southeast Asian",tqDwpyCB53TiEIv915Tuww,"Pho Avina",Glendale
"American and British",tQE90HfSD2_zzc9REODB_A,"VanDijk Fish Co",Waterloo
"Comfort Food",tqfMTmIZuURut8PkaCrlLw,"Macayo's Mexican Restaurant","Las Vegas"
"Comfort Food",TqGln7NJBM-zYVYNdPSUZA,"Trattoria Casa Mia",Montréal
"Comfort Food",TqHTtjPANCBKGsjGBjDoQQ,"NYPD Pizza",Phoenix
Italian,TqHTtjPANCBKGsjGBjDoQQ,"NYPD Pizza",Phoenix
Chinese,TQJgBjbwr222OBcYpaxoxw,"WAM Asian Grill",Charlotte
"Comfort Food",tqn7equmFCyrkkJ10iU1xA,"Aioli Gourmet Burgers and Catering Food Truck",Scottsdale
"American and British",TQNDCD50mkXwySB_qXmrXA,Sizzler,Mesa
"American and British",TqnkHufEQ9j_FCmB6mtk_A,"Joe's Midnight Run",Phoenix
"American and British",tQpYnf3P3Q_OQLYYJvlV-A,"Nico's Recovery Room",Pittsburgh
"American and British",tqq9C3C0eTmfvknALy-0Hg,"Company Kitchen and Pub House","Las Vegas"
"Japanese and Korean",tQQxehL2ZVGp7MqAxtSU_g,"Sushi Fever","Las Vegas"
Halal,TqR8kAPQ-2Np8RAaL_aspA,"Shish Cafe Inc",Madison
"Comfort Food",TQRCtfTJNGAdVAW9b5mMhg,Smashburger,Tempe
"American and British",TqSggZNRblsy9Gtahfweqg,"Native Grill & Wings",Mesa
"Comfort Food",tqsW1e1X5Fv4zAPdjjjnhg,"Baguette Express",Edinburgh
"American and British",tqu42L0qXzkvYKSruOz0IA,"Ellis Island Casino & Brewery","Las Vegas"
"American and British",TQU6uoswhbcI2Mj3EV505w,"131 Main",Charlotte
Chinese,TqVjy0dxvNh51BF9KePCoQ,"Chen & Wok",Phoenix
"Southeast Asian",TqVjy0dxvNh51BF9KePCoQ,"Chen & Wok",Phoenix
"Southeast Asian",Tr0ntlU3kSRMOGYOaIhFrA,"Charmes Cochinchine",Laval
"Comfort Food",tr4L9VWmPGZtdBD-L2Pofw,Smashburger,Avondale
Indian,Tr5bj3rSbVZqWRheT3-oAg,"Bollywood Grill Indian Cusine","Las Vegas"
"Southeast Asian",Tr5bj3rSbVZqWRheT3-oAg,"Bollywood Grill Indian Cusine","Las Vegas"
"Comfort Food",tr5CU8Y7UaCxgLv79nUfOA,Cultures,Montréal
Chinese,tR7GSbI-T0LoynLtkq4BxA,"Restaurant Sai Gwan",Montreal-Est
"Comfort Food",TR8c_H0UZauCeBI4yJTNQg,"Pizza Hut",Lasalle
Spanish,TR8X4QVtdyx7fOOo5wDsHw,"Rotisserie Piri-Piri Masson",Montréal
"American and British",tR9pAyh9fjQ5YdE81fzo_Q,Sportspage,Charlotte
"Comfort Food",trAvQPp7gps0Btk-2AmLpw,"Zoës Kitchen",Phoenix
"Comfort Food",TRa_XnJz2QSdLABovnKYHw,"Fox's Pizza Den","McKees Rocks"
"Comfort Food",TrbhJJUIX7ed4I8ITSOq3A,"La Mexicana Bakery & Deli","Las Vegas"
Chinese,trC8BtTuNJniFaCaK1IQ4w,"Swish Shabu Shabu","Las Vegas"
"Japanese and Korean",trC8BtTuNJniFaCaK1IQ4w,"Swish Shabu Shabu","Las Vegas"
"American and British",TRcQQJ6h4wdf2_zAyJXR_Q,"The Protein Source","Las Vegas"
"Comfort Food",TRD-6PxJX2fWL91dRrny6A,"Logan's Roadhouse",Chandler
"Comfort Food",trfF3AKehmfm7vOxSjDTOg,"Pizza Hut",Avondale
Italian,trfF3AKehmfm7vOxSjDTOg,"Pizza Hut",Avondale
"American and British",trG1k-K6Nq4YKcexa1AGOA,"Buffalo Wild Wings",Gilbert
"Comfort Food",TRhuiVSzrjveulJaH5lgow,"Burger King",Mesa
"Comfort Food",Trlr-E66o3UHjTbuybRGVg,Subway,"Las Vegas"
Chinese,tRmTGJj4I8ouHX_i9WKXoQ,"Panda Express",Henderson
"Comfort Food",tRmTGJj4I8ouHX_i9WKXoQ,"Panda Express",Henderson
"Japanese and Korean",trNGHlkZFlKujbIS-PlLCg,"Restaurant Odaki",Montréal
"Comfort Food",trNqOK4uT3CwD_ySZMX6Aw,"Hamburger Heaven",Edinburgh
"Comfort Food",tRnSOlzkJd88eMfji2YZOg,"Shäika Café",Montréal
"Comfort Food",TRNYNeiLLY-1yobo4rArxQ,Wonderdogs,Champaign
"Comfort Food",TrUlUCfoa1L034YKEermnQ,Schlotzsky's,Phoenix
"American and British",TrUPQ6CgVw4CpUuIk-AE2A,"Hammer's Grill & Bar",Henderson
"Comfort Food",TRW-51US_YQbQ-ihmhHvRw,Chick-fil-A,Charlotte
"Comfort Food",TrwNeqSqUssmv5Hyp165Zw,"Taco Bell","Las Vegas"
"Comfort Food",trxu-spCxWY8b1MFGpnOrA,"Zec Café",Montréal
"Comfort Food",ts4LHXmZFSBR4Xczh3du6Q,Wendy's,Henderson
"Comfort Food",TS7WJefIj-Yzmjw0A81UWA,"Mariscos El Mariachi","Las Vegas"
"Comfort Food",Ts83iDXUmuBogqPQKIvGhQ,"Carl's Jr",Gilbert
"Comfort Food",tS9CUY8JMXdBx3C60RIHMQ,McDonald's,Montréal
"Comfort Food",TSBDz4PY39DaWVMLaE_P-w,"Corner Bakery Cafe",Scottsdale
"American and British",TsD1cUoAas0Lv0UtT9-sdQ,"Buffalo Wild Wings",Chandler
"American and British",TSg3URWOZ_I8vZGajxQ_6g,"The Gladly",Phoenix
French,TsJ82y3jm8Nmodmy2FhPoQ,Factory,Montréal
"Comfort Food",TsJlKhSAMAHttwB82Trsrw,Subway,Chandler
"American and British",tSkC6V5bxQ0nufIWuZt7FQ,"RUBS American BBQ",Montréal
Halal,TsmBNiwMMeb8aRrZs00JBA,"Phoenicia Cafe",Tempe
"Comfort Food",tsMhwVIQciCs-fy0ruFAng,"Panera Bread",Charlotte
Chinese,tSNpBgk_uXt6kmtChX39tg,"Li's Asian",Tempe
"Japanese and Korean",tSNpBgk_uXt6kmtChX39tg,"Li's Asian",Tempe
"Comfort Food",tsom7jUEr_DetH65ZtEc3w,"Capriotti's Sandwich Shop",Tempe
"Comfort Food",TspN55h_g9xIdKdDzQtibA,Subway,Phoenix
"Comfort Food",TSrJ-niAC-nx-KzUTVJgsA,"Anaya's Fresh Mexican Restaurant",Glendale
Chinese,TsruEwjkm_-JQoRzW-Ssiw,"Ah So","Las Vegas"
"Comfort Food",TsruEwjkm_-JQoRzW-Ssiw,"Ah So","Las Vegas"
Italian,tsRvkXctd4Aw-5tpXpFH6Q,"Francesca's Al Lago",Madison
"Comfort Food",TSSNmAcPraYae5yprqaEnQ,Sbarro,"Las Vegas"
Italian,TSSNmAcPraYae5yprqaEnQ,Sbarro,"Las Vegas"
"Comfort Food",TsSYd4Sv3RxMIDhD-gF5dw,"Papa John's Pizza",Phoenix
"Southeast Asian",tStrc2zX1yIxSAXb4ZmK1g,"Restaurant Y Lan",Montréal
"Japanese and Korean",TSveSFuF-wQ6ksYc_U2ikQ,"Shinla Garden",Kitchener
"Comfort Food",tSZ-YjOgclHQaAASoeGEDg,"Burger King","El Mirage"
"Japanese and Korean",Tt6DYs0TyERWHWW5xiRL_A,"Yen Sushi & Sake Bar",Phoenix
"Comfort Food",Tt6K5eQUSRu8F1RKxYmUbw,"El Pollo Mobile","Las Vegas"
Chinese,TTANYIuSz1092fEaqQmh9g,"Stir Krazy Mongolian Grill","Las Vegas"
"Comfort Food",ttCWIiHpoiuZX96D2KbNaQ,"Steel City Diner",Pittsburgh
"American and British",tteHjtbjQfWnJgFe4jPoMA,"Jacs Dining and Tap House",Madison
"American and British",ttLtsY1S2Angj6hvEdzwDQ,"Blue Martini Lounge",Phoenix
"Comfort Food",ttoub5SnLqMGjm0uN0y1nA,Pasqual's,Madison
Italian,tTOz49yYY7Mc-arweDwklQ,"Tintoretto's Gelato","Las Vegas"
"Japanese and Korean",tTpuIfDa0dtZ_UZpA37SqA,Umami,Tempe
"Japanese and Korean",Ttr7zkCUwGY0FxlRAEHopQ,"Won Mi","Las Vegas"
"Comfort Food",tts50qycF0LDaIc_zmf32A,"Kingbertos Mexican Food",Phoenix
"American and British",ttsxQ4P_jEqKLxwkLUI8_w,"Good Ol' Days",Charlotte
Halal,tTTJvJ1DrxauVmR_2-447g,"Tandoori House",Madison
Indian,tTTJvJ1DrxauVmR_2-447g,"Tandoori House",Madison
"Southeast Asian",tTTJvJ1DrxauVmR_2-447g,"Tandoori House",Madison
